review_priority,review_lane,group_key,candidate_rank,game_id,title,release_year,source_type,source_ref,has_stable_catalog_id,has_edition_keyword,platform_count,tag_count,alias_count,has_cover,proposed_action,recommended_action,winner_game_id,recommended_winner_game_id,review_instruction
30,manual_year_review,eyetoyplay3,1,rawg_eyetoy_play_3,EyeToy: Play 3,2004,finder,rawg:59130,f,f,1,1,0,t,needs_review,needs_review,,rawg_eyetoy_play_3,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,eyetoyplay3,2,rawg_eye_toy_play_3,Eye Toy Play 3,2005,finder,rawg:302832,f,f,1,0,0,f,needs_review,needs_review,,rawg_eyetoy_play_3,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,f1grandprix,1,rawg_f1_grand_prix,F1 Grand Prix,2005,finder,rawg:357814,f,f,1,1,0,t,needs_review,needs_review,,rawg_f1_grand_prix,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,f1grandprix,2,wiki_f_1_grand_prix,F-1 Grand Prix,1992,finder,wikipedia:F-1 Grand Prix,f,f,1,1,0,f,needs_review,needs_review,,rawg_f1_grand_prix,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,f1worldgrandprix,1,rawg_f1_world_grand_prix,F1 World Grand Prix,2000,finder,rawg:330587,f,f,2,2,0,t,needs_review,needs_review,,rawg_f1_world_grand_prix,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,f1worldgrandprix,2,rawg_f_1_world_grand_prix,F-1 World Grand Prix,1998,finder,rawg:52919,f,f,1,3,0,t,needs_review,needs_review,,rawg_f1_world_grand_prix,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,f1worldgrandprixii,1,wiki_f1_world_grand_prix_ii,F1 World Grand Prix II,2000,finder,wikipedia:F1 World Grand Prix II,f,f,2,1,0,t,needs_review,needs_review,,wiki_f1_world_grand_prix_ii,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,f1worldgrandprixii,2,rawg_f_1_world_grand_prix_ii,F-1 World Grand Prix II,1999,finder,rawg:54391,f,f,1,2,0,f,needs_review,needs_review,,wiki_f1_world_grand_prix_ii,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,fablethelostchapters,1,rawg_fable_the_lost_chapters,Fable: The Lost Chapters,2005,finder,rawg:19635,f,f,1,16,0,t,needs_review,needs_review,,rawg_fable_the_lost_chapters,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,fablethelostchapters,2,steam_204030_fable_the_lost_chapters,Fable - The Lost Chapters,2011,finder,steam:204030,f,f,1,5,0,t,needs_review,needs_review,,rawg_fable_the_lost_chapters,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,factorio,1,rawg_factorio,Factorio,2020,finder,rawg:10926,f,f,4,14,0,t,needs_review,needs_review,,rawg_factorio,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,factorio,2,steam_427520_factorio,Factorio,2016,finder,steam:427520,f,f,1,6,0,t,needs_review,needs_review,,rawg_factorio,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,farcry,1,rawg_far_cry,Far Cry,2004,finder,rawg:19560,f,f,1,21,0,t,needs_review,needs_review,,rawg_far_cry,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,farcry,2,steam_13520_far_cry,Far Cry®,2008,finder,steam:13520,f,f,1,5,0,t,needs_review,needs_review,,rawg_far_cry,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,fareastofedeniimanjimaru,1,rawg_far_east_of_eden_ii_manji_maru,Far East of Eden II: Manji Maru,1992,finder,rawg:56236,f,f,1,4,0,t,needs_review,needs_review,,rawg_far_east_of_eden_ii_manji_maru,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,fareastofedeniimanjimaru,2,rawg_far_east_of_eden_ii_manjimaru,Far East of Eden II: Manjimaru,2003,finder,rawg:1017097,f,f,1,2,0,t,needs_review,needs_review,,rawg_far_east_of_eden_ii_manji_maru,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,fear,1,rawg_f_e_a_r,F.E.A.R.,2005,finder,rawg:19452,f,f,2,14,0,t,needs_review,needs_review,,rawg_f_e_a_r,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,fear,2,steam_21090_f_e_a_r,F.E.A.R.,2010,finder,steam:21090,f,f,2,5,0,t,needs_review,needs_review,,rawg_f_e_a_r,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,fez,1,rawg_fez,FEZ,2012,finder,rawg:3740,f,f,3,17,0,t,needs_review,needs_review,,rawg_fez,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,fez,2,steam_224760_fez,FEZ,2013,finder,steam:224760,f,f,2,4,0,t,needs_review,needs_review,,rawg_fez,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,fightershistorydynamite,1,rawg_fighters_history_dynamite,FIGHTERS HISTORY DYNAMITE,2010,finder,rawg:26596,f,f,1,1,0,t,needs_review,needs_review,,rawg_fighters_history_dynamite,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,fightershistorydynamite,2,wiki_fighter_s_history_dynamite,Fighter's History Dynamite,1997,finder,wikipedia:Fighter's History Dynamite,f,f,1,1,0,f,needs_review,needs_review,,rawg_fighters_history_dynamite,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,finaldoom,1,rawg_final_doom,Final DOOM,1996,finder,rawg:22448,f,f,1,16,0,t,needs_review,needs_review,,rawg_final_doom,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,finaldoom,2,steam_2290_final_doom,Final DOOM,2007,finder,steam:2290,f,f,1,5,0,t,needs_review,needs_review,,rawg_final_doom,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,finalfantasyiii,1,steam_239120_final_fantasy_iii,FINAL FANTASY III,2014,finder,steam:239120,f,f,3,4,0,t,needs_review,needs_review,,steam_239120_final_fantasy_iii,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,finalfantasyiii,2,wiki_final_fantasy_i_ii,Final Fantasy I∙II,1994,finder,wikipedia:Final Fantasy I∙II,f,f,1,1,0,f,needs_review,needs_review,,steam_239120_final_fantasy_iii,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,finalfantasyviii,1,rawg_final_fantasy_viii,FINAL FANTASY VIII,1999,finder,rawg:5115,f,f,2,13,0,t,needs_review,needs_review,,rawg_final_fantasy_viii,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,finalfantasyviii,2,steam_39150_final_fantasy_viii,FINAL FANTASY VIII,2013,finder,steam:39150,f,f,2,4,0,t,needs_review,needs_review,,rawg_final_fantasy_viii,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,flatout,1,rawg_flatout,FlatOut,2004,finder,rawg:19482,f,f,3,6,0,t,needs_review,needs_review,,rawg_flatout,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,flatout,2,steam_6220_flatout,FlatOut,2007,finder,steam:6220,f,f,1,2,0,t,needs_review,needs_review,,rawg_flatout,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,freakoutextremefreeride,1,wiki_freak_out_extreme_freeride,Freak Out: Extreme Freeride,2007,finder,wikipedia:Freak Out: Extreme Freeride,f,f,2,1,0,f,needs_review,needs_review,,wiki_freak_out_extreme_freeride,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,freakoutextremefreeride,2,rawg_freakout_extreme_freeride,FreakOut: Extreme Freeride,2015,finder,rawg:10381,f,f,1,4,0,t,needs_review,needs_review,,wiki_freak_out_extreme_freeride,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,futurecoplapd,1,rawg_future_cop_lapd,Future Cop: LAPD,1998,finder,rawg:52971,f,f,2,5,0,t,needs_review,needs_review,,rawg_future_cop_lapd,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,futurecoplapd,2,rawg_future_cop_l_a_p_d,Future Cop L.A.P.D.,2012,finder,rawg:4401,f,f,1,3,0,f,needs_review,needs_review,,rawg_future_cop_lapd,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,galaxian3,1,wiki_galaxian3,Galaxian3,1996,finder,wikipedia:Galaxian3,f,f,1,1,0,t,needs_review,needs_review,,wiki_galaxian3,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,galaxian3,2,rawg_galaxian_3,Galaxian 3,1990,finder,rawg:52977,f,f,1,0,0,t,needs_review,needs_review,,wiki_galaxian3,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,ginseishogikyoutendotoufuuraijin,1,wiki_ginsei_shogi_kyoutendotou_fuuraijin,Ginsei Shogi: Kyoutendotou Fuuraijin †,2016,finder,wikipedia:Ginsei Shogi: Kyoutendotou Fuuraijin †,f,f,1,1,0,f,needs_review,needs_review,,wiki_ginsei_shogi_kyoutendotou_fuuraijin,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,ginseishogikyoutendotoufuuraijin,2,rawg_ginsei_shogi_kyoutendo_toufuu_raijin,Ginsei Shogi: Kyoutendo Toufuu Raijin,2012,finder,rawg:333797,f,f,1,0,0,f,needs_review,needs_review,,wiki_ginsei_shogi_kyoutendotou_fuuraijin,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,grandtheftauto,1,rawg_grand_theft_auto,Grand Theft Auto,1997,finder,rawg:52998,f,f,2,7,0,t,needs_review,needs_review,,rawg_grand_theft_auto,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,grandtheftauto,2,steam_12170_grand_theft_auto,Grand Theft Auto,2008,finder,steam:12170,f,f,1,4,0,t,needs_review,needs_review,,rawg_grand_theft_auto,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,grandtheftauto2,1,rawg_grand_theft_auto_2,Grand Theft Auto 2,1999,finder,rawg:52997,f,f,2,7,0,t,needs_review,needs_review,,rawg_grand_theft_auto_2,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,grandtheftauto2,2,steam_12180_grand_theft_auto_2,Grand Theft Auto 2,2008,finder,steam:12180,f,f,2,4,0,t,needs_review,needs_review,,rawg_grand_theft_auto_2,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,grandtheftautoepisodesfromlibertycity,1,rawg_grand_theft_auto_episodes_from_liberty_city,Grand Theft Auto: Episodes from Liberty City,2009,finder,rawg:4414,f,f,2,15,0,t,needs_review,needs_review,,rawg_grand_theft_auto_episodes_from_liberty_city,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,grandtheftautoepisodesfromlibertycity,2,steam_12220_grand_theft_auto_episodes_from_liberty_city,Grand Theft Auto: Episodes from Liberty City,2010,finder,steam:12220,f,f,1,4,0,t,needs_review,needs_review,,rawg_grand_theft_auto_episodes_from_liberty_city,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,grandtheftautoiii,1,rawg_grand_theft_auto_iii,Grand Theft Auto III,2001,finder,rawg:432,f,f,1,15,0,t,needs_review,needs_review,,rawg_grand_theft_auto_iii,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,grandtheftautoiii,2,steam_12100_grand_theft_auto_iii,Grand Theft Auto III,2011,finder,steam:12100,f,f,1,4,0,t,needs_review,needs_review,,rawg_grand_theft_auto_iii,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,grandtheftautosanandreas,1,rawg_grand_theft_auto_san_andreas,Grand Theft Auto: San Andreas,2004,finder,rawg:416,f,f,2,15,0,t,needs_review,needs_review,,rawg_grand_theft_auto_san_andreas,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,grandtheftautosanandreas,2,steam_12120_grand_theft_auto_san_andreas,Grand Theft Auto: San Andreas,2011,finder,steam:12120,f,f,2,4,0,t,needs_review,needs_review,,rawg_grand_theft_auto_san_andreas,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,grandtheftautov,1,grand_theft_auto_v,Grand Theft Auto V,0,finder,ggapp:TDEkU8,t,f,0,16,0,t,needs_review,needs_review,,grand_theft_auto_v,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,grandtheftautov,2,rawg_grand_theft_auto_v,Grand Theft Auto V,2013,finder,rawg:3498,f,f,3,18,0,t,needs_review,needs_review,,grand_theft_auto_v,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,grandtheftautov,3,steam_271590_grand_theft_auto_v,Grand Theft Auto V,2015,finder,steam:271590,f,f,2,4,0,t,needs_review,needs_review,,grand_theft_auto_v,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,grandtheftautovicecity,1,rawg_grand_theft_auto_vice_city,Grand Theft Auto: Vice City,2002,finder,rawg:430,f,f,1,13,0,t,needs_review,needs_review,,rawg_grand_theft_auto_vice_city,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,grandtheftautovicecity,2,steam_12110_grand_theft_auto_vice_city,Grand Theft Auto: Vice City,2011,finder,steam:12110,f,f,1,3,0,t,needs_review,needs_review,,rawg_grand_theft_auto_vice_city,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,gurugurutownhanamarukun,1,wiki_guruguru_town_hanamaru_kun,Guruguru Town Hanamaru-kun,2001,finder,wikipedia:Guruguru Town Hanamaru-kun,f,f,1,1,0,f,needs_review,needs_review,,wiki_guruguru_town_hanamaru_kun,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,gurugurutownhanamarukun,2,wiki_guruguru_town_hanamarukun,Guruguru Town Hanamarukun,2000,finder,wikipedia:Guruguru Town Hanamarukun,f,f,1,1,0,f,needs_review,needs_review,,wiki_guruguru_town_hanamaru_kun,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,harmoknight,1,rawg_harmoknight,HarmoKnight,2013,finder,rawg:27238,f,f,1,2,0,t,needs_review,needs_review,,rawg_harmoknight,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,harmoknight,2,rawg_harmo_knight,Harmo Knight,2012,finder,rawg:333986,f,f,1,2,0,f,needs_review,needs_review,,rawg_harmoknight,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,hexenbeyondheretic,1,rawg_hexen_beyond_heretic,HeXen: Beyond Heretic,1995,finder,rawg:21285,f,f,1,9,0,t,needs_review,needs_review,,rawg_hexen_beyond_heretic,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,hexenbeyondheretic,2,steam_2360_hexen_beyond_heretic,HeXen: Beyond Heretic,2007,finder,steam:2360,f,f,1,6,0,t,needs_review,needs_review,,rawg_hexen_beyond_heretic,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,hitman2silentassassin,1,rawg_hitman_2_silent_assassin,Hitman 2: Silent Assassin,2002,finder,rawg:19592,f,f,2,15,0,t,needs_review,needs_review,,rawg_hitman_2_silent_assassin,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,hitman2silentassassin,2,steam_6850_hitman_2_silent_assassin,Hitman 2: Silent Assassin,2007,finder,steam:6850,f,f,1,4,0,t,needs_review,needs_review,,rawg_hitman_2_silent_assassin,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,hitmanbloodmoney,1,rawg_hitman_blood_money,Hitman: Blood Money,2006,finder,rawg:19569,f,f,2,16,0,t,needs_review,needs_review,,rawg_hitman_blood_money,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,hitmanbloodmoney,2,steam_6860_hitman_blood_money,Hitman: Blood Money,2007,finder,steam:6860,f,f,2,5,0,t,needs_review,needs_review,,rawg_hitman_blood_money,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,hitmancontracts,1,rawg_hitman_contracts,Hitman: Contracts,2004,finder,rawg:22961,f,f,2,16,0,t,needs_review,needs_review,,rawg_hitman_contracts,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,hitmancontracts,2,steam_247430_hitman_contracts,Hitman: Contracts,2014,finder,steam:247430,f,f,1,4,0,t,needs_review,needs_review,,rawg_hitman_contracts,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,homerun,1,wiki_home_run,Home Run,1978,finder,wikipedia:Home Run,f,f,1,1,0,t,needs_review,needs_review,,wiki_home_run,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,homerun,2,wiki_homerun,Homerun,2001,finder,wikipedia:Homerun,f,f,1,1,0,f,needs_review,needs_review,,wiki_home_run,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,humanfallflat,1,rawg_human_fall_flat,HUMAN FALL FLAT!,2019,finder,rawg:305883,f,f,3,3,0,t,needs_review,needs_review,,rawg_human_fall_flat,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,humanfallflat,2,steam_477160_human_fall_flat,Human: Fall Flat,2016,finder,steam:477160,f,f,2,6,0,t,needs_review,needs_review,,rawg_human_fall_flat,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,hyperdimensionneptuniarebirth1,1,steam_282900_hyperdimension_neptunia_re_birth1,Hyperdimension Neptunia Re;Birth1,2015,finder,steam:282900,f,f,1,5,0,t,needs_review,needs_review,,steam_282900_hyperdimension_neptunia_re_birth1,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,hyperdimensionneptuniarebirth1,2,wiki_hyperdimension_neptunia_re_birth_1,Hyperdimension Neptunia Re;Birth 1,2014,finder,wikipedia:Hyperdimension Neptunia Re;Birth 1,f,f,1,1,0,f,needs_review,needs_review,,steam_282900_hyperdimension_neptunia_re_birth1,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,hyperdimensionneptuniarebirth3vgeneration,1,wiki_hyperdimension_neptunia_re_birth_3_v_generation,Hyperdimension Neptunia Re;Birth 3: V Generation,2015,finder,wikipedia:Hyperdimension Neptunia Re;Birth 3: V Generation,f,f,2,1,0,f,needs_review,needs_review,,wiki_hyperdimension_neptunia_re_birth_3_v_generation,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,hyperdimensionneptuniarebirth3vgeneration,2,rawg_hyperdimension_neptunia_re_birth3_v_generation,Hyperdimension Neptunia Re ; Birth3 V Generation,2014,finder,rawg:12668,f,f,1,13,0,t,needs_review,needs_review,,wiki_hyperdimension_neptunia_re_birth_3_v_generation,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,imagefight,1,rawg_image_fight,Image Fight,1990,finder,rawg:53867,f,f,2,3,0,t,needs_review,needs_review,,rawg_image_fight,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,imagefight,2,rawg_imagefight,IMAGEFIGHT,2018,finder,rawg:52164,f,f,1,2,0,t,needs_review,needs_review,,rawg_image_fight,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,io,1,rawg_io,iO,2014,finder,rawg:365,f,f,2,5,0,t,needs_review,needs_review,,rawg_io,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,io,2,wiki_i_o,I/O,2006,finder,wikipedia:I/O,f,f,1,1,0,f,needs_review,needs_review,,rawg_io,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,jetsetradio,1,rawg_jet_set_radio,Jet Set Radio,2000,finder,rawg:53341,f,f,4,11,0,t,needs_review,needs_review,,rawg_jet_set_radio,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,jetsetradio,2,steam_205950_jet_set_radio,Jet Set Radio,2012,finder,steam:205950,f,f,1,4,0,t,needs_review,needs_review,,rawg_jet_set_radio,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,junclassicccropeclub,1,wiki_jun_classic_c_c_rope_club,Jun Classic C.C. & Rope Club,1997,finder,wikipedia:Jun Classic C.C. & Rope Club,f,f,1,1,0,f,needs_review,needs_review,,wiki_jun_classic_c_c_rope_club,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,junclassicccropeclub,2,wiki_junclassic_c_c_rope_club,Junclassic C.C. & Rope Club,1998,finder,wikipedia:Junclassic C.C. & Rope Club,f,f,1,1,0,f,needs_review,needs_review,,wiki_jun_classic_c_c_rope_club,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,kamisamatokoigokoro,1,wiki_kamisama_to_koi_gokoro,Kamisama to Koi Gokoro,2012,finder,wikipedia:Kamisama to Koi Gokoro,f,f,1,1,0,f,needs_review,needs_review,,wiki_kamisama_to_koi_gokoro,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,kamisamatokoigokoro,2,wiki_kamisama_to_koigokoro,Kamisama to Koigokoro,2014,finder,wikipedia:Kamisama to Koigokoro,f,f,1,1,0,f,needs_review,needs_review,,wiki_kamisama_to_koi_gokoro,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,kawasakisnowmobiles,1,rawg_kawasaki_snow_mobiles,Kawasaki Snow Mobiles,2007,finder,rawg:24750,f,f,1,4,0,t,needs_review,needs_review,,rawg_kawasaki_snow_mobiles,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,kawasakisnowmobiles,2,wiki_kawasaki_snowmobiles,Kawasaki Snowmobiles,2008,finder,wikipedia:Kawasaki Snowmobiles,f,f,1,1,0,f,needs_review,needs_review,,rawg_kawasaki_snow_mobiles,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,kenkabanchootomekanzenmuketsunomyhoney,1,rawg_kenka_bancho_otome_kanzenmuketsu_no_my_honey,Kenka Bancho Otome: Kanzenmuketsu no My Honey,2011,finder,rawg:353446,f,f,1,1,0,t,needs_review,needs_review,,rawg_kenka_bancho_otome_kanzenmuketsu_no_my_honey,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,kenkabanchootomekanzenmuketsunomyhoney,2,wiki_kenka_bancho_otome_kanzen_muketsu_no_my_honey,Kenka Bancho Otome: Kanzen Muketsu no My Honey,2017,finder,wikipedia:Kenka Bancho Otome: Kanzen Muketsu no My Honey,f,f,1,1,0,f,needs_review,needs_review,,rawg_kenka_bancho_otome_kanzenmuketsu_no_my_honey,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,langrisseriii,1,wiki_langrisser_iii,Langrisser III,1996,finder,wikipedia:Langrisser III,f,f,2,1,0,f,needs_review,needs_review,,wiki_langrisser_iii,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,langrisseriii,2,wiki_langrisser_i_ii,Langrisser I & II,1997,finder,wikipedia:Langrisser I & II,f,f,1,1,0,f,needs_review,needs_review,,wiki_langrisser_iii,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,legacyofkaindefiance,1,rawg_legacy_of_kain_defiance,Legacy of Kain: Defiance,2003,finder,rawg:10118,f,f,2,10,0,t,needs_review,needs_review,,rawg_legacy_of_kain_defiance,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,legacyofkaindefiance,2,steam_224300_legacy_of_kain_defiance,Legacy of Kain: Defiance,2012,finder,steam:224300,f,f,1,3,0,t,needs_review,needs_review,,rawg_legacy_of_kain_defiance,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,legocityundercover,1,rawg_lego_city_undercover,Lego City Undercover,2013,finder,rawg:959,f,f,3,10,0,t,needs_review,needs_review,,rawg_lego_city_undercover,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,legocityundercover,2,steam_578330_lego_city_undercover,LEGO® City Undercover,2017,finder,steam:578330,f,f,1,4,0,t,needs_review,needs_review,,rawg_lego_city_undercover,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,limbo,1,rawg_limbo,Limbo,2010,finder,rawg:1030,f,f,3,14,0,t,needs_review,needs_review,,rawg_limbo,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,limbo,2,steam_48000_limbo,LIMBO,2011,finder,steam:48000,f,f,3,6,0,t,needs_review,needs_review,,rawg_limbo,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,lostmagic,1,rawg_lostmagic,LostMagic,2025,finder,rawg:366962,f,f,1,13,0,t,needs_review,needs_review,,rawg_lostmagic,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,lostmagic,2,rawg_lost_magic,Lost Magic,2006,finder,rawg:24930,f,f,1,0,0,t,needs_review,needs_review,,rawg_lostmagic,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,mafiaii,1,rawg_mafia_ii,Mafia II,2010,finder,rawg:1416,f,f,2,13,0,t,needs_review,needs_review,,rawg_mafia_ii,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,mafiaii,2,steam_50130_mafia_ii,Mafia II,2011,finder,steam:50130,f,f,1,3,0,t,needs_review,needs_review,,rawg_mafia_ii,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,mahjong,1,rawg_mahjong,Mahjong,2009,finder,rawg:1337,f,f,4,7,0,t,needs_review,needs_review,,rawg_mahjong,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,mahjong,2,wiki_mah_jong,Mah-Jong,1983,finder,wikipedia:Mah-Jong,f,f,1,1,0,f,needs_review,needs_review,,rawg_mahjong,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,manhunt,1,rawg_manhunt,Manhunt,2003,finder,rawg:2647,f,f,2,11,0,t,needs_review,needs_review,,rawg_manhunt,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,manhunt,2,steam_12130_manhunt,Manhunt,2008,finder,steam:12130,f,f,1,3,0,t,needs_review,needs_review,,rawg_manhunt,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,maxpayne,1,rawg_max_payne,Max Payne,2001,finder,rawg:2518,f,f,2,8,0,t,needs_review,needs_review,,rawg_max_payne,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,maxpayne,2,steam_12140_max_payne,Max Payne,2008,finder,steam:12140,f,f,2,6,0,t,needs_review,needs_review,,rawg_max_payne,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,maxpayne2thefallofmaxpayne,1,steam_12150_max_payne_2_the_fall_of_max_payne,Max Payne 2: The Fall of Max Payne,2008,finder,steam:12150,f,f,1,6,0,t,needs_review,needs_review,,steam_12150_max_payne_2_the_fall_of_max_payne,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,maxpayne2thefallofmaxpayne,2,rawg_max_payne_2_the_fall_of_max_payne,Max Payne 2: The Fall of Max Payne,2003,finder,rawg:29153,f,f,1,5,0,t,needs_review,needs_review,,steam_12150_max_payne_2_the_fall_of_max_payne,"Different known release years. Compare title, edition, platforms, and source notes before merging."
30,manual_year_review,megamanx,1,rawg_megaman_x,Megaman X,2017,finder,rawg:200970,f,f,1,1,0,t,needs_review,needs_review,,rawg_megaman_x,"Different known release years. Compare title, edition, platforms, and source notes before merging."
